"","series","episode","first_name","last_name","signature_bake","technical","show_stopper","result","baker_age","baker_occupation","hometown"
"399",4,10,"Christine","Wallace",NA,NA,NA,NA,66,"Director of an engraving company","Didcot, Oxfordshire"
"400",4,10,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
"401",4,10,"Glenn","Cosby",NA,NA,NA,NA,37,"English Teacher","Teignmouth, Devon"
"402",4,10,"Howard","Middleton",NA,NA,NA,NA,51,"Council Worker","Sheffield"
"403",4,10,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
"404",4,10,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
"405",4,10,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
"406",4,10,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
"407",5,1,"Chetna","Makan","Cardamom, Pistachio and Coffee Swiss Roll",3,"Tiered Victoria Sponges with Lemon Curd and Raspberry Cream","IN",35,"Fashion Designer","Broadstairs, Kent"
"408",5,1,"Diana","Beard","Mum's Sunday Tea Lemon Curd Swiss Roll",5,"Chocolate Ganache Surprises","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
"409",5,1,"Enwezor","Nzegwu","Raspberry and Lemon Swiss Roll",9,"Coffee and Walnut Battenberg Squares","IN",39,"Business Consultant","Portsmouth, Hampshire"
"410",5,1,"Iain","Watters","Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream",4,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon","IN",31,"Construction Engineer","London/Belfast"
"411",5,1,"Jordan","Cox","Kawaii Frasier Swiss Roll",12,"Lemon Drizzle Cakes with Blueberry and Lemon Curd","IN",32,"IT Manager","Sneinton, Nottingham"
"412",5,1,"Kate","Henry","Red Velvet and White Chocolate Swiss Roll",6,"Mini Tiered Victoria Sponges","IN",41,"Furniture Restorer","Brighton, East Sussex"
"413",5,1,"Luis","Troyano","Spanish Swiss Roll",7,"Raspberry and Lemon Genoise Slices with Lemon Drizzles","IN",42,"Graphic Designer","Poynton, Cheshire"
"414",5,1,"Martha","Collison","Tiramisu Swiss Roll",2,"Mini Lemon and Thyme Drizzle Cakes","IN",17,"Student","Ascot, Berkshire"
"415",5,1,"Norman","Calder","Black Forest Swiss Roll",11,"Almond and Raspberry Mini Cakes","IN",66,"Retired Naval Officer","Portknockie, Moray"
"416",5,1,"Richard","Burr","Pistachio and Strawberry Swiss Roll",10,"Miniature Coffee & Walnut Cakes","IN",38,"Builder","Mill Hill, London"
"417",5,1,"Claire","Goodwin","Chocolatey Orangey Swirly Roll",8,"Mini Chocolate and Cherry Cakes","OUT",31,"Speech Therapist","Ashton upon Mersey, Trafford"
"418",5,1,"Nancy","Birtwhistle","Coffee and Hazelnut Swiss Roll",1,"Jaffa Orange Cakes","STAR BAKER",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"419",5,2,"Chetna","Makan","Fenugreek and Carom Crackers",8,"Day On The Beach","IN",35,"Fashion Designer","Broadstairs, Kent"
"420",5,2,"Diana","Beard","Parmesan Triangles",7,"Express, First Class","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
"421",5,2,"Iain","Watters","Za'atar and Fig Biscuits",11,"Wild West Scene","IN",31,"Construction Engineer","London/Belfast"
"422",5,2,"Jordan","Cox","Sourdough, Parmesan and Chilli Biscuits",6,"Monster Attack","IN",32,"IT Manager","Sneinton, Nottingham"
"423",5,2,"Kate","Henry","Parmesan and Apple Biscuits",4,"Tea Time","IN",41,"Furniture Restorer","Brighton, East Sussex"
"424",5,2,"Luis","Troyano","Black Olive and Rosemary Biscuits with Caramelised Onion Glaze",3,"George Versus The Dragon","IN",42,"Graphic Designer","Poynton, Cheshire"
"425",5,2,"Martha","Collison","Caramelised Onion and Goat's Cheese Sandwich Biscuits",5,"Ski Village Scene","IN",17,"Student","Ascot, Berkshire"
"426",5,2,"Nancy","Birtwhistle","Fennel and Rye Thins",2,"Hansel and Gretel Scene","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"427",5,2,"Norman","Calder","Farthing Biscuits",10,"Zulu Boats at Dawn","IN",66,"Retired Naval Officer","Portknockie, Moray"
"428",5,2,"Enwezor","Nzegwu","Pumpkin and Sunflower Savoury Biscuits",9,"Space Adventure Moon Scene","OUT",39,"Business Consultant","Portsmouth, Hampshire"
"429",5,2,"Richard","Burr","Rosemary Seeded Crackers",1,"Pirates!","STAR BAKER",38,"Builder","Mill Hill, London"
"430",5,2,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
"431",5,3,"Chetna","Makan","Onion and Pine Nut Rolls",8,"Rolled and Filled Twin Loaf","IN",35,"Fashion Designer","Broadstairs, Kent"
"432",5,3,"Diana","Beard","Rustic Picnic Rolls",7,"Sharing Savoury Pinwheel","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
"433",5,3,"Iain","Watters","Cranberry and Walnut Rye Bread Rolls",9,"Moroccan Plaited with a Bessara Dip","IN",31,"Construction Engineer","London/Belfast"
"434",5,3,"Kate","Henry","Orange and Cardamom Rye Bread Knots",1,"Prosciutto, Olive and Coriander Bread","IN",41,"Furniture Restorer","Brighton, East Sussex"
"435",5,3,"Martha","Collison","Date and Walnut Rye Rolls",3,"Stuffed Sunflower Loaf","IN",17,"Student","Ascot, Berkshire"
"436",5,3,"Nancy","Birtwhistle","Cider and Walnut Crusty Rolls",5,"'Full English' Stromboli","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"437",5,3,"Norman","Calder","Rye Bread Rolls",4,"Chicken and Roasted Vegetable Picnic Loaf","IN",66,"Retired Naval Officer","Portknockie, Moray"
"438",5,3,"Richard","Burr","Rye and Cranberry Rolls",6,"Pesto Pinwheel","IN",38,"Builder","Mill Hill, London"
"439",5,3,"Jordan","Cox","Rye and Spelt Bread Rolls",10,"Strawberry Raspberry Cheesecake Brioche","OUT",32,"IT Manager","Sneinton, Nottingham"
"440",5,3,"Luis","Troyano","Opposites Attract Rolls",2,"Roscón de Reyes","STAR BAKER",42,"Graphic Designer","Poynton, Cheshire"
"441",5,3,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
"442",5,3,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
"443",5,4,"Chetna","Makan","Rhubarb, Strawberry and Orange Puddings",3,"Mango, Raspberry and Coconut Baked Alaska","IN",35,"Fashion Designer","Broadstairs, Kent"
"444",5,4,"Diana","Beard","Orange and Lemon Curd Pots",9,"Raspberry Ripple Alaska Swan","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
"445",5,4,"Kate","Henry","Chocolate and Salted Caramel Molten Puddings",7,"Pistachio, Raspberry and Chocolate Baked Alaska","IN",41,"Furniture Restorer","Brighton, East Sussex"
"446",5,4,"Luis","Troyano","Pears in Puddings",2,"Bakewell Alaska","IN",42,"Graphic Designer","Poynton, Cheshire"
"447",5,4,"Martha","Collison","Peanut Butter Chocolate Fondants",1,"Key Lime Baked Alaska","IN",17,"Student","Ascot, Berkshire"
"448",5,4,"Nancy","Birtwhistle","Pistachio Puddings with Chocolate Sauce",4,"Summer Pudding Alaska","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
"449",5,4,"Norman","Calder","Mini Sticky Toffee Puddings",8,"Baked Alaska with Strawberry Surprise","IN",66,"Retired Naval Officer","Portknockie, Moray"
